"VPNID","NumberOfLanguages","InputPortugueseSchool","PortugueseFather","PortugueseMother","PortugueseParents","EducationFather","EducationMother","EducationParents","LanguageGroup","BilingualControl","RegionalLanguage","Time","Result"
"I_PLD_4",2,40,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",8
"J_PLD_6",2,50,4,4,8,1,1,2,"Bilingual group (German)","bilingual","German","T1",NA
"J_PLD_6",2,50,4,4,8,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"J_PLD_6",2,50,4,4,8,1,1,2,"Bilingual group (German)","bilingual","German","T3",10
"L_PLD_6",2,40,4,5,9,1,1,2,"Bilingual group (German)","bilingual","German","T1",NA
"L_PLD_6",2,40,4,5,9,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"L_PLD_6",2,40,4,5,9,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"M_PLD_2",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_2",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",5
"M_PLD_2",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",6
"M_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",7
"M_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",8
"M_PLD_9",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_9",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",10
"M_PLD_9",2,20,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",8
"M_PLD_16",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_16",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T2",4
"M_PLD_16",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T3",10
"O_PLD_1",2,30,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T1",NA
"O_PLD_1",2,30,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T2",7
"O_PLD_1",2,30,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T3",11
"O_PLD_16",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T1",NA
"O_PLD_16",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T2",6
"O_PLD_16",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T3",8
"O_PLD_19",2,20,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T1",NA
"O_PLD_19",2,20,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T2",8
"O_PLD_19",2,20,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T3",7
"O_PLD_20",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",NA
"O_PLD_20",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",6
"O_PLD_20",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"AI_CP_12",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T1",NA
"AI_CP_12",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T2",12
"AI_CP_12",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T3",15
"AI_CP_18",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T1",NA
"AI_CP_18",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T2",8
"AI_CP_18",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T3",NA
"AI_CP_19",1,NA,6,6,12,5,3,8,"Control group Portuguese","control","Portuguese","T1",NA
"AI_CP_19",1,NA,6,6,12,5,3,8,"Control group Portuguese","control","Portuguese","T2",12
"AI_CP_19",1,NA,6,6,12,5,3,8,"Control group Portuguese","control","Portuguese","T3",13
"AK_CP_8",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T1",NA
"AK_CP_8",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T2",8
"AK_CP_8",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T3",8
"AA_PLF_12",2,50,6,6,12,1,2,3,"Bilingual group (French)","bilingual","French","T1",NA
"AA_PLF_12",2,50,6,6,12,1,2,3,"Bilingual group (French)","bilingual","French","T2",NA
"AA_PLF_12",2,50,6,6,12,1,2,3,"Bilingual group (French)","bilingual","French","T3",8
"AD_PLF_28",2,20,6,6,12,2,3,5,"Bilingual group (French)","bilingual","French","T1",NA
"AD_PLF_28",2,20,6,6,12,2,3,5,"Bilingual group (French)","bilingual","French","T2",NA
"AD_PLF_28",2,20,6,6,12,2,3,5,"Bilingual group (French)","bilingual","French","T3",15
"D_PLF_9",2,10,6,6,12,2,2,4,"Bilingual group (French)","bilingual","French","T1",NA
"D_PLF_9",2,10,6,6,12,2,2,4,"Bilingual group (French)","bilingual","French","T2",NA
"D_PLF_9",2,10,6,6,12,2,2,4,"Bilingual group (French)","bilingual","French","T3",9
"D_PLF_10",2,NA,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T1",NA
"D_PLF_10",2,NA,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T2",NA
"D_PLF_10",2,NA,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T3",8
"Y_PNF_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (French)","bilingual","French","T1",NA
"Y_PNF_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (French)","bilingual","French","T2",NA
"Y_PNF_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (French)","bilingual","French","T3",6
"Z_PLF_6",2,30,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T1",NA
"Z_PLF_6",2,30,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T2",NA
"Z_PLF_6",2,30,6,6,12,1,1,2,"Bilingual group (French)","bilingual","French","T3",9
"AC_PLD_4",2,20,5,3,8,3,1,4,"Bilingual group (German)","bilingual","German","T1",NA
"AC_PLD_4",2,20,5,3,8,3,1,4,"Bilingual group (German)","bilingual","German","T2",NA
"AC_PLD_4",2,20,5,3,8,3,1,4,"Bilingual group (German)","bilingual","German","T3",6
"L_PLD_4",2,25,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T1",NA
"L_PLD_4",2,25,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_4",2,25,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T3",7
"L_PLD_14",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T1",NA
"L_PLD_14",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_14",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T3",7
"L_PLD_19",2,40,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",NA
"L_PLD_19",2,40,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_19",2,40,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",13
"M_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"M_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",8
"M_PLD_6",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_6",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"M_PLD_6",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",8
"M_PLD_14",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",NA
"M_PLD_14",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",NA
"M_PLD_14",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",11
"AK_CP_25",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T1",NA
"AK_CP_25",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T2",NA
"AK_CP_25",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T3",11
