"Stimulus","Subject","Hand","Session","Block","Mode","Trial","Response","RT","Translation","Correct","Spoken","Written","SpokenProfile","WrittenProfile","Sequence","PositionInSession","Sex","Age","L1","OtherLanguages","NrLang","DS.Span","DS.Total","WST.Right","WST.Wrong","Raven.Right","English.Total","English.MC","English.Cloze","LDT.Hits","LDT.FalseAlarms","LDT.WordRT","LDT.NonwordRT","LDT.APrime","LDT.AverageRT","Simon.CorrectCongruent","Simon.CorrectIncongruent","Simon.CongruentRT","Simon.IncongruentRT","Simon.RTRatio","Simon.RTDifference","HD_LV_Niveau","HD_HV_Niveau","FR_LV_Niveau","FR_HV_Niveau","EN_LV_Niveau","EN_HV_Niveau","ProfileRight","zEnglish.MC","zEnglish.Cloze","English.Overall","Nonresponses","Status","Duration","Swedish","German","English","French","EnglishCognate","SwedishVoc","GermanVoc","EnglishVoc","FrenchVoc","SwedishCons","GermanCons","EnglishCons","FrenchCons","LevGer","LevEng","LevFre","ClosestCognate","MinLev","LevGerCons","LevEngCons","LevFreCons","ClosestCognateCons","MinLevCons","LevGerVoc","LevEngVoc","LevFreVoc","ClosestCognateVoc","MinLevVoc","FreqGerman","FreqEnglish","FreqFrench","FreqTot","FrenchFreq","EnglishFreq","GermanFreq"
"agg","5290","right",1,2,"Auditory",38,"no",1353,"","0",5,5,0,0,"ACBD",2,"female",10,"bilingual","French, Serbian",2,4,6,20,22,4,10,6,4,1,0.3,390,656.5,0.925,523.25,0.9285714286,1,673,702.5,1.043833581,29.5,6,6,0,0,3,3,FALSE,-1.6609949459,-1.573480272,-3.2344752179,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6131","right",1,2,"Auditory",36,"yes",3805,"ing .. = abkürzung ingenieur ","0",26,18,0,0,"DBCA",3,"female",46,"bilingual","English, French, Italian",3,6,8,37,4,9,20,8,12,0.9,0,501.5,461,0.975,481.25,1,1,528,617,1.1685606061,89,6,6,4,5,3,4,FALSE,-1.2274562977,-0.3901343565,-1.6175906542,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","4137","right",1,1,"Auditory",11,"yes",3363,"tinte","0",19,27,0,0,"BCAD",2,"female",60,"bilingual","English, French, Italian, Spanish",4,4,5,34,0,7,33,15,18,1,0.15,558.5,1045,0.9625,801.75,1,1,877.5,797,0.9082621083,-80.5,6,6,5,5,5,5,FALSE,0.289928971,0.4973750801,0.7873040511,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","1967","right",1,2,"Auditory",24,"no",3796,"","0",15,14,0,0,"BDAC",4,"male",72,"monolingual","English",1,4,5,31.2916936068,NA,3,10,9,1,0.95,0,370,631.5,0.9875,500.75,1,1,610.5,661.5,1.0835380835,51,5,5,0,0,2,2,FALSE,-1.0106869736,-2.0172349903,-3.0279219639,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3125","right",1,2,"Auditory",3,"no",1964,"","0",8,9,0,0,"ADBC",4,"male",12,"bilingual","French",1,3,4,20,9,15,14,9,5,1,0.1,510.5,714.5,0.975,612.5,0.9285714286,0.9285714286,488,547,1.1209016393,59,6,6,6,6,1,1,FALSE,-1.0106869736,-1.4255620326,-2.4362490062,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","9913","right",1,2,"Auditory",10,"yes",1588,"eng","0",16,11,0,0,"DACB",3,"female",40,"monolingual","English, French, Italian",3,5,8,29,2,17,17,8,9,1,0,583.5,1027,1,805.25,1,0.9285714286,600.5,535,0.8909242298,-65.5,6,6,3,3,1,1,FALSE,-1.2274562977,-0.8338890748,-2.0613453725,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","8385","right",1,2,"Auditory",36,"no",9775,"","0",14,16,0,0,"BCAD",2,"female",69,"bilingual","English, French",2,4,4,28,4,7,26,13,13,1,0,775,951.5,1,863.25,1,1,854,765,0.8957845433,-89,6,6,1,1,3,3,FALSE,-0.1436096772,-0.2422161171,-0.3858257943,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","5755","right",1,1,"Auditory",11,"yes",1557,"Ei","1",20,19,0,0,"DACB",3,"male",16,"monolingual","English, French, Italian, Spanish",4,4,6,36,0,29,38,17,21,1,0,357.5,382,1,369.75,0.9285714286,0.9285714286,366,369,1.0081967213,3,6,5,3,3,4,4,FALSE,0.7234676192,0.9411297984,1.6645974176,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6532","right",1,1,"Auditory",46,"no",2670,"","0",9,26,1,0,"ACBD",2,"male",81,"bilingual","English, French, Italian, Spanish, Rumantsch, Swahili",5,3,3,37,0,10,31,18,13,1,0.1,658.5,1065,0.975,861.75,1,1,713.5,711,0.9964961458,-2.5,6,5,5,3,6,3,TRUE,0.9402369433,-0.2422161171,0.6980208262,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","4854","right",1,1,"Auditory",14,"no",6359,"","0",8,24,0,0,"ADBC",4,"male",86,"monolingual","English, French, Italian",3,5,7,34,3,8,9,7,2,0.95,0.25,872,1404,0.9175438596,1138,1,0.9285714286,544,679,1.2481617647,135,4,3,2,1,2,1,FALSE,-1.4442256218,-1.8693167509,-3.3135423727,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","2795","right",1,1,"Auditory",48,"no",1228,"","0",4,16,0,0,"BDAC",4,"female",70,"monolingual","English, French",2,5,7,37,5,7,7,7,0,0.95,0,307,888,0.9875,597.5,1,0.9285714286,405.5,523,1.2897657213,117.5,6,6,3,3,0,1,FALSE,-1.4442256218,-2.1651532298,-3.6093788516,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","1570","right",1,2,"Auditory",22,"no",2408,"","0",23,17,0,0,"BDAC",4,"male",29,"monolingual","English, French, Italian, Arabic",4,4,6,36,0,19,NA,NA,NA,1,0,253.5,515,1,384.25,1,0.9285714286,501,515,1.0279441118,14,6,6,4,4,4,4,FALSE,NA,NA,0.090944766,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","8760","right",1,1,"Auditory",15,"no",1605,"","0",6,20,0,0,"DACB",3,"male",82,"monolingual","English, French",2,5,7,37,4,7,22,10,12,0.95,0.5,301,895,0.8434210526,598,1,0.9285714286,698.5,635,0.9090909091,-63.5,5,5,1,1,1,1,FALSE,-0.7939176495,-0.3901343565,-1.184052006,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","78","right",1,2,"Auditory",41,"yes",1378,"eng","0",19,20,0,0,"BCAD",2,"female",47,"monolingual","English, French, Italian",3,6,8,33,1,26,27,16,11,1,0.05,354,542,0.9875,448,1,1,459.5,479,1.042437432,19.5,6,6,4,5,4,4,FALSE,0.5066982951,-0.538052596,-0.0313543009,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6264","right",1,2,"Auditory",41,"yes",1275,"eng","0",17,20,0,0,"ACBD",2,"female",33,"monolingual","English, French, Italian, Spanish, Swahili",5,4,6,34,0,17,34,16,18,1,0,263,258.5,1,260.75,1,1,451,426.5,0.9456762749,-24.5,6,6,3,3,4,4,FALSE,0.5066982951,0.4973750801,1.0040733752,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","550","right",1,1,"Auditory",19,"yes",3793,"eng","0",22,24,0,0,"ACBD",2,"female",52,"bilingual","English, French, Italian",3,4,5,35,0,15,27,13,14,1,0.05,344.5,440,0.9875,392.25,1,1,705,729,1.0340425532,24,6,6,3,4,2,2,FALSE,-0.1436096772,-0.0942978776,-0.2379075549,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3357","left",1,2,"Auditory",46,"yes",2587,"Tinte","0",13,6,0,0,"DBCA",3,"female",44,"monolingual","English, French, Italian",3,4,5,34,1,18,31,16,15,1,0.05,336.5,501,0.9875,418.75,1,0.9285714286,428,541,1.2640186916,113,6,6,4,5,4,4,FALSE,0.5066982951,0.0536203618,0.5603186569,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","4420","right",1,2,"Auditory",27,"yes",1557,"eng","0",12,7,0,0,"ADBC",4,"female",47,"monolingual","English, French",2,4,5,29,1,7,28,14,14,1,0.05,174,577,0.9875,375.5,1,1,368,471,1.2798913043,103,6,6,3,2,2,2,FALSE,0.0731596469,-0.0942978776,-0.0211382308,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","2285","right",2,1,"Auditory",40,"yes",10607,"einen","0",26,27,0,0,"CADB",1,"male",51,"monolingual","English, French",2,5,7,34,0,32,35,17,18,1,0.05,370.5,625,0.9875,497.75,1,1,537.5,594.5,1.1060465116,57,6,6,2,1,4,4,FALSE,0.7234676192,0.4973750801,1.2208426993,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","9219","right",1,1,"Auditory",48,"no",3266,"","0",13,11,0,0,"ACBD",2,"male",11,"monolingual","English",1,5,6,11,23,9,13,5,8,0.95,0.1,524,749.5,0.9597953216,636.75,0.9285714286,1,635,595,0.937007874,-40,5,5,1,1,3,3,FALSE,-1.87776427,-0.9818073143,-2.8595715842,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6618","right",1,1,"Auditory",47,"no",1897,"","0",19,13,1,0,"BDAC",4,"male",44,"bilingual","English",1,3,4,33,5,7,29,14,15,1,0,416.5,665.5,1,541,1,1,596.5,529.5,0.8876781224,-67,3,3,0,0,3,3,TRUE,0.0731596469,0.0536203618,0.1267800087,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","7569","right",1,2,"Auditory",8,"yes",4460,"Acht","0",6,12,0,0,"BDAC",4,"male",10,"monolingual","English",1,5,7,4,0,8,6,4,2,0.95,0.05,796,581,0.9736842105,688.5,0.9285714286,0.9285714286,608,524,0.8618421053,-84,4,5,0,0,2,2,FALSE,-2.094533594,-1.8693167509,-3.963850345,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6039","right",1,2,"Auditory",9,"yes",2037,"eng","0",18,18,0,0,"CBDA",1,"female",59,"monolingual","English, French, Italian",3,5,8,31,2,3,21,12,9,0.95,0.05,230,493,0.9736842105,361.5,1,1,519.5,480.5,0.9249278152,-39,6,6,2,3,1,2,FALSE,-0.3603790013,-0.8338890748,-1.1942680761,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3914","right",1,1,"Auditory",33,"yes",2878,"eng","0",12,8,0,0,"ACBD",2,"female",11,"monolingual","English, French, Italian",3,4,6,12,7,11,3,0,3,1,0.05,513,662,0.9875,587.5,1,0.8571428571,454.5,522,1.1485148515,67.5,NA,NA,NA,NA,NA,NA,FALSE,-2.9616108904,-1.7213985115,-4.6830094019,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","8509","right",1,1,"Auditory",10,"no",1421,"","0",17,19,0,0,"BCAD",2,"male",68,"bilingual","English, French, Italian",3,4,5,34,1,10,18,9,9,1,0.2,272.5,565.5,0.95,419,0.5,0.6428571429,766,675,0.8812010444,-91,6,6,1,1,3,3,FALSE,-1.0106869736,-0.8338890748,-1.8445760484,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3121","right",1,1,"Auditory",12,"no",1277,"","0",11,11,0,0,"CADB",1,"female",15,"bilingual","English, French",2,4,5,20,9,22,34,15,19,0.95,0,362,514.5,0.9875,438.25,0.8571428571,0.9285714286,491.5,444,0.9033570702,-47.5,6,6,6,6,3,3,FALSE,0.289928971,0.6452933196,0.9352222905,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","9912","right",1,2,"Auditory",6,"no",1602,"","0",13,8,0,0,"DBCA",3,"male",10,"monolingual","English, Tagalog",2,4,4,9,3,14,9,6,3,0.95,0.05,486,858,0.9736842105,672,1,1,423.5,455,1.0743801653,31.5,5,5,0,0,2,2,FALSE,-1.6609949459,-1.7213985115,-3.3823934573,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","7215","right",1,2,"Auditory",38,"no",1977,"","0",5,19,0,0,"DACB",3,"male",74,"monolingual","English, French, Italian",3,2,4,34,2,13,21,9,12,0.9,0.05,370,1218,0.9597953216,794,1,1,571.5,601.5,1.0524934383,30,6,6,4,4,4,2,FALSE,-1.0106869736,-0.3901343565,-1.4008213301,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","8373","right",1,2,"Auditory",22,"yes",2336,"eigen","0",27,31,1,0,"CADB",1,"female",30,"monolingual","English, French, Italian, Spanish, Czech, Hungarian",5,6,8,36,0,19,42,19,23,1,0,508,870.5,1,689.25,1,1,410,419.5,1.0231707317,9.5,6,6,6,6,6,6,TRUE,1.1570062673,1.2369662773,2.3939725447,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6516","right",1,2,"Auditory",43,"yes",1774,"ei","1",14,10,0,0,"DBCA",3,"male",10,"monolingual","English",1,3,3,7,3,6,13,11,2,1,0,681,725.5,1,703.25,1,0.8571428571,484.5,628,1.2961816305,143.5,3,6,0,0,2,3,FALSE,-0.5771483254,-1.8693167509,-2.4464650763,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","4675","left",1,1,"Auditory",43,"yes",2924,"ich","0",10,13,0,0,"DBCA",3,"male",71,"monolingual","English, French",2,5,6,33,0,3,17,11,6,1,0.1,356,795,0.975,575.5,0.9285714286,1,612,510,0.8333333333,-102,5,5,3,3,3,3,FALSE,-0.5771483254,-1.2776437932,-1.8547921185,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3566","right",1,2,"Auditory",16,"yes",1734,"ich","0",18,24,0,0,"CBDA",1,"female",29,"monolingual","English, French, Spanish",3,7,10,34,0,19,39,16,23,1,0,352,647,1,499.5,1,0.9285714286,359.5,416,1.157162726,56.5,6,6,2,1,4,4,FALSE,0.5066982951,1.2369662773,1.7436645724,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","1404","right",1,2,"Auditory",14,"no",2244,"","0",20,19,0,0,"ACBD",2,"female",23,"monolingual","English, French, Italian",3,4,6,29,1,27,29,14,15,1,0,309.5,494.5,1,402,1,0.8571428571,336.5,352,1.0460624071,15.5,6,6,5,5,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","9509","right",1,2,"Auditory",19,"yes",5740,"tinte","0",17,19,0,0,"DACB",3,"male",73,"monolingual","English, French, Italian",3,5,7,37,5,14,38,15,23,1,0.05,403,808,0.9875,605.5,1,1,646,535.5,0.8289473684,-110.5,6,6,4,3,4,3,FALSE,0.289928971,1.2369662773,1.5268952483,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","7794","right",1,1,"Auditory",14,"no",2680,"","0",12,24,1,1,"BDAC",4,"male",64,"monolingual","English, French, Italian",3,5,6,36,0,10,38,16,22,1,0.15,553,1143,0.9625,848,1,1,548.5,582,1.0610756609,33.5,4,4,4,3,4,4,TRUE,0.5066982951,1.0890480379,1.5957463329,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6832","right",1,2,"Auditory",21,"yes",1993,"tinte","0",21,26,0,0,"ADBC",4,"female",53,"monolingual","English, French, Spanish, Greek",4,5,8,36,1,20,33,14,19,1,0,317,355.5,1,336.25,1,1,653,642.5,0.9839203675,-10.5,6,6,3,3,2,2,FALSE,0.0731596469,0.6452933196,0.7184529664,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","5491","right",1,1,"Auditory",20,"no",5257,"","0",24,33,0,0,"CADB",1,"female",41,"monolingual","English, French, Italian",3,5,7,35,0,32,43,19,24,1,0.05,289,537,0.9875,413,0.9285714286,1,311,368,1.1832797428,57,6,6,3,3,4,4,FALSE,1.1570062673,1.3848845167,2.5418907841,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6215","right",1,1,"Auditory",21,"yes",2391,"tinte","0",15,29,0,0,"BCAD",2,"male",72,"monolingual","English, French, Italian, Spanish",4,5,7,38,1,19,38,18,20,0.95,0.05,376,688,0.9736842105,532,1,1,516,610.5,1.1831395349,94.5,6,6,4,4,4,4,FALSE,0.9402369433,0.793211559,1.7334485022,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","4369","right",1,1,"Auditory",21,"yes",2819,"eng","0",22,28,0,0,"ADBC",4,"female",41,"monolingual","English, French, Italian, Spanish",4,6,10,34,0,29,33,15,18,1,0.15,232.5,402,0.9625,317.25,1,1,349.5,404,1.1559370529,54.5,5,6,3,5,3,3,FALSE,0.289928971,0.4973750801,0.7873040511,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","2271","right",1,1,"Auditory",31,"yes",1829,"ich","0",20,24,0,0,"ADBC",4,"female",26,"bilingual","English, French, Italian, Spanish",4,6,8,35,0,28,43,20,23,1,0,203,263.5,1,233.25,1,1,295,312.5,1.0593220339,17.5,6,6,3,4,6,6,FALSE,1.3737755914,1.2369662773,2.6107418687,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","8531","right",1,2,"Auditory",11,"yes",1160,"eng","0",23,26,0,0,"BDAC",4,"female",52,"monolingual","English, French, Italian, Russian",4,5,8,36,0,30,31,16,15,1,0,214,388,1,301,NA,NA,NA,NA,NA,NA,5,5,3,3,3,3,FALSE,0.5066982951,0.0536203618,0.5603186569,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","9193","left",1,2,"Auditory",31,"no",1345,"","0",17,20,0,0,"DACB",3,"female",25,"bilingual","English, French, Italian, Spanish, Catalan, Greek, Bahasa, Portuguese",5,4,6,32,0,20,38,18,20,1,0.05,223.5,346,0.9875,284.75,1,0.9285714286,338,346,1.0236686391,8,6,6,4,4,4,4,FALSE,0.9402369433,0.793211559,1.7334485022,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","7540","right",1,2,"Auditory",40,"yes",3412,"Ink - Tinte","0",23,14,0,0,"BDAC",4,"female",59,"monolingual","English, French",2,3,5,31,2,13,29,14,15,1,0,605,773,1,689,0.9285714286,1,762,817,1.0721784777,55,6,6,3,3,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","5997","right",1,1,"Auditory",36,"no",1258,"","0",16,29,0,0,"DACB",3,"female",33,"monolingual","English, French, Italian, Portuguese",4,5,8,37,0,23,41,19,22,1,0,238.5,404.5,1,321.5,0.9285714286,1,569,535.5,0.9411247803,-33.5,6,6,5,4,5,4,FALSE,1.1570062673,1.0890480379,2.2460543052,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","6599","right",1,1,"Auditory",2,"no",2041,"","0",12,6,0,0,"BDAC",4,"female",10,"bilingual","English, French",2,3,4,9,7,12,6,6,0,0.95,0.05,372,691,0.9736842105,531.5,0.9285714286,1,663,618.5,0.9328808446,-44.5,6,6,1,3,1,2,FALSE,-1.6609949459,-2.1651532298,-3.8261481756,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","527","right",1,1,"Auditory",13,"yes",3626,"ich","0",9,15,0,0,"ACBD",2,"male",71,"monolingual","English, French",2,5,8,34,0,15,35,16,19,0.95,0.1,672,1578.5,0.9597953216,1125.25,1,1,760.5,703.5,0.9250493097,-57,4,4,2,2,3,3,FALSE,0.5066982951,0.6452933196,1.1519916146,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
"agg","3071","right",1,1,"Auditory",45,"yes",1471,"eng","0",18,18,0,0,"ACBD",2,"female",48,"monolingual","English, French, Italian",3,6,7,26,1,24,28,16,12,1,0.05,435.5,955,0.9875,695.25,1,1,525,532,1.0133333333,7,6,6,4,4,3,3,FALSE,0.5066982951,-0.3901343565,0.1165639385,61,"target",547,"Eg","ai","Eg",NA,"yes","E-","ai","E-",NA,"-g","0","-g",NA,1,0,1,"Eg",0,1,0,1,"-g",0,1,0,1,"E-",0,24.06,26.04,0,50.1,NA,"egg","ei"
