"Stimulus","Subject","Hand","Session","Block","Mode","Trial","Response","RT","Translation","Correct","Spoken","Written","SpokenProfile","WrittenProfile","Sequence","PositionInSession","Sex","Age","L1","OtherLanguages","NrLang","DS.Span","DS.Total","WST.Right","WST.Wrong","Raven.Right","English.Total","English.MC","English.Cloze","LDT.Hits","LDT.FalseAlarms","LDT.WordRT","LDT.NonwordRT","LDT.APrime","LDT.AverageRT","Simon.CorrectCongruent","Simon.CorrectIncongruent","Simon.CongruentRT","Simon.IncongruentRT","Simon.RTRatio","Simon.RTDifference","HD_LV_Niveau","HD_HV_Niveau","FR_LV_Niveau","FR_HV_Niveau","EN_LV_Niveau","EN_HV_Niveau","ProfileRight","zEnglish.MC","zEnglish.Cloze","English.Overall","Nonresponses","Status","Duration","Swedish","German","English","French","EnglishCognate","SwedishVoc","GermanVoc","EnglishVoc","FrenchVoc","SwedishCons","GermanCons","EnglishCons","FrenchCons","LevGer","LevEng","LevFre","ClosestCognate","MinLev","LevGerCons","LevEngCons","LevFreCons","ClosestCognateCons","MinLevCons","LevGerVoc","LevEngVoc","LevFreVoc","ClosestCognateVoc","MinLevVoc","FreqGerman","FreqEnglish","FreqFrench","FreqTot","FrenchFreq","EnglishFreq","GermanFreq"
"löpa","2290","right",1,1,"Visual",17,"no",9802,"","0",7,21,0,0,"CBDA",1,"male",58,"monolingual","English, French",2,4,5,36,1,0,33,13,20,0.95,0,216,782.5,0.9875,499.25,0.9285714286,0.8571428571,665,639.5,0.9616541353,-25.5,3,4,1,1,6,6,FALSE,-0.1436096772,0.793211559,0.6496018818,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","9275","right",1,1,"Visual",17,"yes",10071,"löwe","0",11,24,1,0,"DBCA",3,"male",72,"monolingual","English, French, Italian",3,5,7,35,0,9,15,8,7,1,0.05,423.5,772,0.9875,597.75,1,1,736,756.5,1.0278532609,20.5,6,6,2,2,1,1,TRUE,-1.2274562977,-1.1297255537,-2.3571818514,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8443","right",1,1,"Visual",37,"yes",7658,"Lumpen","0",18,25,0,0,"BCAD",2,"female",71,"monolingual","English, French, Italian, Spanish, Rumantsch",5,4,5,33,0,0,36,17,19,1,0.05,323,654,0.9875,488.5,1,1,557,543,0.9748653501,-14,6,6,6,6,6,6,FALSE,0.7234676192,0.6452933196,1.3687609387,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","5885","right",1,1,"Visual",18,"yes",3953,"Lauf","1",20,20,0,0,"ACBD",2,"male",62,"monolingual","English, French",2,5,8,37,1,13,36,19,17,1,0,583,820.5,1,701.75,1,1,620,555.5,0.8959677419,-64.5,5,6,4,4,4,4,FALSE,1.1570062673,0.3494568407,1.506463108,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8798","right",1,1,"Visual",41,"no",2566,"","0",16,15,0,0,"ACBD",2,"male",15,"monolingual","English, French",2,4,5,20,12,18,14,7,7,1,0.25,405.5,638,0.9375,521.75,0.9285714286,1,462,393.5,0.8517316017,-68.5,4,6,1,1,2,2,FALSE,-1.4442256218,-1.1297255537,-2.5739511755,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","4932","right",1,2,"Visual",20,"yes",2269,"löffel","0",19,21,0,0,"CBDA",1,"female",16,"monolingual","English, French",2,5,8,32,2,19,29,14,15,1,0.1,249,348,0.975,298.5,0.8571428571,1,417,345,0.8273381295,-72,6,6,3,2,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","1967","right",1,1,"Visual",9,"no",4316,"","0",15,14,0,0,"BDAC",4,"male",72,"monolingual","English",1,4,5,31.2916936068,NA,3,10,9,1,0.95,0,370,631.5,0.9875,500.75,1,1,610.5,661.5,1.0835380835,51,5,5,0,0,2,2,FALSE,-1.0106869736,-2.0172349903,-3.0279219639,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8385","right",1,1,"Visual",6,"no",3517,"","0",14,16,0,0,"BCAD",2,"female",69,"bilingual","English, French",2,4,4,28,4,7,26,13,13,1,0,775,951.5,1,863.25,1,1,854,765,0.8957845433,-89,6,6,1,1,3,3,FALSE,-0.1436096772,-0.2422161171,-0.3858257943,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","9913","right",1,1,"Visual",33,"no",1528,"","0",16,11,0,0,"DACB",3,"female",40,"monolingual","English, French, Italian",3,5,8,29,2,17,17,8,9,1,0,583.5,1027,1,805.25,1,0.9285714286,600.5,535,0.8909242298,-65.5,6,6,3,3,1,1,FALSE,-1.2274562977,-0.8338890748,-2.0613453725,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8968","right",1,2,"Visual",14,"no",2660,"","0",17,16,0,0,"CADB",1,"male",25,"monolingual","English, French",2,4,6,31,0,21,26,14,12,0.95,0,336,349,0.9875,342.5,1,0.9285714286,349.5,460,1.3161659514,110.5,1,1,3,1,5,3,FALSE,0.0731596469,-0.3901343565,-0.3169747096,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","3836","right",1,1,"Visual",38,"no",2045,"","0",18,14,0,0,"ADBC",4,"female",66,"monolingual","English, French, Italian, Spanish",4,6,9,35,1,20,29,15,14,1,0,308.5,559,1,433.75,1,0.9285714286,491,485,0.9877800407,-6,6,6,5,5,3,3,FALSE,0.289928971,-0.0942978776,0.1956310933,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","7215","right",1,1,"Visual",20,"yes",7779,"fehler","0",5,19,0,0,"DACB",3,"male",74,"monolingual","English, French, Italian",3,2,4,34,2,13,21,9,12,0.9,0.05,370,1218,0.9597953216,794,1,1,571.5,601.5,1.0524934383,30,6,6,4,4,4,2,FALSE,-1.0106869736,-0.3901343565,-1.4008213301,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","5755","right",1,2,"Visual",31,"yes",952,"heben","0",20,19,0,0,"DACB",3,"male",16,"monolingual","English, French, Italian, Spanish",4,4,6,36,0,29,38,17,21,1,0,357.5,382,1,369.75,0.9285714286,0.9285714286,366,369,1.0081967213,3,6,5,3,3,4,4,FALSE,0.7234676192,0.9411297984,1.6645974176,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","6537","right",1,2,"Visual",42,"yes",1617,"löffel","0",23,30,1,0,"CBDA",1,"female",35,"monolingual","English, French, Spanish",3,5,7,35,0,24,41,18,23,1,0,255.5,420,1,337.75,1,1,454.5,408,0.897689769,-46.5,6,6,5,5,4,4,TRUE,0.9402369433,1.2369662773,2.1772032206,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","3704","right",1,2,"Visual",23,"yes",11406,"Loipe","0",20,29,0,0,"ACBD",2,"male",72,"monolingual","English, French, Italian, Spanish",4,4,5,35,0,26,40,18,22,1,0,303,573.5,1,438.25,1,1,520.5,464,0.8914505283,-56.5,6,6,4,4,3,3,FALSE,0.9402369433,1.0890480379,2.0292849811,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8927","right",1,2,"Visual",43,"yes",3162,"loippe","0",15,23,1,0,"CBDA",1,"male",59,"bilingual","English, French, Italian, Spanish, Portuguese",5,5,5,36,0,9,32,17,15,1,0,272.5,500,1,386.25,1,0.9285714286,421.5,462,1.0960854093,40.5,5,6,5,6,5,6,TRUE,0.7234676192,0.0536203618,0.777087981,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","7330","right",1,2,"Visual",35,"yes",4028,"loipe","0",18,30,1,1,"BDAC",4,"female",68,"monolingual","English, French, Italian, Spanish",4,6,8,37,0,12,37,17,20,1,0.1,450,656,0.975,553,1,1,611,610.5,0.9991816694,-0.5,6,6,4,4,4,4,TRUE,0.7234676192,0.793211559,1.5166791781,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","8942","right",1,1,"Visual",39,"yes",2679,"laufen","1",21,33,0,0,"BDAC",4,"male",32,"monolingual","English, French, Hungarian",3,5,6,35,0,25,42,19,23,1,0,432,779.5,1,605.75,1,1,473.5,529.5,1.1182682154,56,6,6,4,4,5,5,FALSE,1.1570062673,1.2369662773,2.3939725447,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"löpa","7269","right",1,2,"Visual",31,"no",1429,"","0",15,22,1,0,"CBDA",1,"male",25,"monolingual","English, French, Italian, Spanish, Portuguese",5,8,12,35,0,24,36,17,19,1,0,251.5,247.5,1,249.5,1,1,370.5,373,1.0067476383,2.5,6,6,4,4,4,4,TRUE,0.7234676192,0.6452933196,1.3687609387,93,"target",NA,"lopa","laufen",NA,NA,"no","-o-a","-au-e-",NA,NA,"l-p-","l-f-n",NA,NA,0.8333333333,1,1,"laufen",0.8333333333,0.4,1,1,"l-f-n",0.4,0.6666666667,1,1,"-au-e-",0.6666666667,136.97,0,0,136.97,NA,NA,"laufen"
"markvardig","4155","right",1,1,"Auditory",8,"yes",2198,"merkwürdig","1",22,23,1,0,"DBCA",3,"female",33,"monolingual","English, French, Italian, Spanish",4,4,6,35,0,27,42,20,22,1,0.05,265.5,1025,0.9875,645.25,1,0.9285714286,415.5,388,0.9338146811,-27.5,6,6,5,5,5,5,TRUE,1.3737755914,1.0890480379,2.4628236293,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","1350","right",1,2,"Auditory",46,"no",1997,"","0",18,26,0,0,"BCAD",2,"male",43,"bilingual","English, French, Italian, Spanish",4,7,10,38,0,31,38,17,21,0.95,0.05,133,224,0.9736842105,178.5,0.9285714286,1,369,340.5,0.9227642276,-28.5,6,6,5,5,4,4,FALSE,0.7234676192,0.9411297984,1.6645974176,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","2151","right",1,2,"Auditory",50,"yes",3169,"merkwürdig","1",13,15,0,0,"ADBC",4,"female",26,"monolingual","English, French, Italian, Spanish",4,8,11,32,0,28,33,17,16,1,0.05,411,585,0.9875,498,0.9285714286,1,589,405,0.6876061121,-184,6,6,4,5,4,4,FALSE,0.7234676192,0.2015386012,0.9250062204,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","9318","right",1,1,"Auditory",14,"no",4549,"","0",15,19,0,0,"DBCA",3,"male",72,"monolingual","English, French",2,4,6,34,5,9,19,6,13,1,0.1,281,377.5,0.975,329.25,1,0.9285714286,495,482,0.9737373737,-13,6,6,3,3,2,2,FALSE,-1.6609949459,-0.2422161171,-1.9032110629,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","3454","right",2,2,"Auditory",13,"no",1607,"","0",15,11,0,0,"BCAD",2,"male",10,"monolingual","English, French",2,4,5,23,15,9,11,4,7,0.9,0,525.5,1066,0.975,795.75,1,0.9285714286,332,436,1.313253012,104,6,6,4,3,5,4,FALSE,-2.094533594,-1.1297255537,-3.2242591478,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","230","right",1,1,"Auditory",30,"no",2798,"","0",12,26,0,0,"BCAD",2,"male",84,"monolingual","English, French, Italian, Spanish",4,5,7,37,0,20,31,15,16,1,0.1,303.5,512,0.975,407.75,1,1,402.5,475.5,1.1813664596,73,6,6,5,5,3,3,FALSE,0.289928971,0.2015386012,0.4914675722,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","1401","right",1,2,"Auditory",18,"yes",2696,"merkwürdig","1",20,22,0,0,"DBCA",3,"male",59,"monolingual","English, French, Italian, Spanish",4,6,10,38,0,21,39,19,20,0.95,0,267,317,0.9875,292,1,1,450.5,437,0.9700332963,-13.5,6,6,3,3,3,3,FALSE,1.1570062673,0.793211559,1.9502178263,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","8674","right",1,1,"Auditory",3,"no",2791,"","0",19,17,0,0,"DACB",3,"female",63,"monolingual","English, French, Italian",3,4,6,31,0,23,20,11,9,0.95,0,283,1160.5,0.9875,721.75,1,0.9285714286,528,542,1.0265151515,14,6,6,1,1,2,2,FALSE,-0.5771483254,-0.8338890748,-1.4110374002,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","2196","right",1,1,"Auditory",32,"no",1625,"","0",10,21,0,0,"CBDA",1,"female",67,"monolingual","English, French, Italian, Spanish",4,4,6,35,0,22,36,16,20,0.95,0.2,477,562.5,0.9317434211,519.75,1,1,865,728.5,0.8421965318,-136.5,6,6,4,3,3,2,FALSE,0.5066982951,0.793211559,1.2999098541,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","7744","right",1,1,"Auditory",4,"no",1783,"","0",7,3,0,0,"CBDA",1,"male",11,"monolingual","English, French",2,2,2,6,15,18,9,7,2,0.9,0.3,499.5,675.5,0.880952381,587.5,0.6428571429,0.5714285714,485,477,0.9835051546,-8,3,3,1,1,1,1,FALSE,-1.4442256218,-1.8693167509,-3.3135423727,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","1034","right",1,1,"Auditory",26,"no",4910,"","0",19,20,0,0,"DBCA",3,"female",51,"monolingual","English, French, Italian",3,5,6,32,0,23,19,8,11,1,0,327.5,506.5,1,417,1,1,526,514,0.9771863118,-12,5,5,2,2,3,2,FALSE,-1.2274562977,-0.538052596,-1.7655088936,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","4181","right",1,1,"Auditory",3,"no",2850,"","0",16,15,0,0,"CBDA",1,"female",74,"bilingual","English, French, Italian, Spanish",4,4,5,36,0,0,35,18,17,0.9,0.05,548.5,713,0.9597953216,630.75,1,1,549,686.5,1.2504553734,137.5,5,5,4,3,4,3,FALSE,0.9402369433,0.3494568407,1.2896937839,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","9442","right",1,2,"Auditory",28,"yes",1970,"merkwürdig","1",17,16,0,0,"BCAD",2,"female",23,"monolingual","English, French",2,4,6,32,2,27,34,14,20,1,0.05,230,336,0.9875,283,1,0.8571428571,365.5,399.5,1.0930232558,34,6,6,3,3,4,4,FALSE,0.0731596469,0.793211559,0.8663712059,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","3494","right",1,1,"Auditory",23,"no",1567,"","0",20,24,0,0,"ACBD",2,"female",46,"monolingual","English, French, Italian, Rumansch",4,4,5,32,0,22,28,17,11,1,0,170.5,323,1,246.75,1,1,377.5,395,1.0463576159,17.5,5,6,3,3,2,3,FALSE,0.7234676192,-0.538052596,0.1854150232,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","6150","right",1,1,"Auditory",3,"no",3709,"","0",19,22,0,0,"DBCA",3,"male",63,"monolingual","English, French, Italian, Hebrew",4,4,6,36,0,18,31,16,15,1,0,382,649.5,1,515.75,1,1,492,513.5,1.043699187,21.5,5,5,4,3,4,3,FALSE,0.5066982951,0.0536203618,0.5603186569,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","8477","right",1,1,"Auditory",10,"no",1976,"","0",17,16,0,0,"CADB",1,"female",42,"monolingual","English, French, Italian",3,6,8,36,3,25,26,13,13,1,0,264,330.5,1,297.25,1,0.9285714286,359.5,406,1.1293463143,46.5,6,6,3,3,1,1,FALSE,-0.1436096772,-0.2422161171,-0.3858257943,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","9022","right",1,2,"Auditory",25,"no",2734,"","0",14,17,0,0,"CBDA",1,"female",65,"monolingual","English, Italian",2,6,7,33,1,12,29,15,14,1,0,358,848,1,603,1,1,494,588,1.1902834008,94,1,NA,NA,NA,3,NA,FALSE,0.289928971,-0.0942978776,0.1956310933,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","288","right",2,2,"Auditory",45,"yes",2268,"merkwürdig","1",12,9,0,0,"BCAD",2,"male",28,"monolingual","English, French, Italian, Spanish",4,6,9,35,0,24,39,16,23,1,0.05,287,486,0.9875,386.5,1,1,393.5,365.5,0.9288437103,-28,6,6,3,3,3,3,FALSE,0.5066982951,1.2369662773,1.7436645724,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","8509","right",1,1,"Auditory",24,"no",2532,"","0",17,19,0,0,"BCAD",2,"male",68,"bilingual","English, French, Italian",3,4,5,34,1,10,18,9,9,1,0.2,272.5,565.5,0.95,419,0.5,0.6428571429,766,675,0.8812010444,-91,6,6,1,1,3,3,FALSE,-1.0106869736,-0.8338890748,-1.8445760484,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
"markvardig","6780","right",1,2,"Auditory",19,"yes",3264,"merkwürdig","1",20,32,1,0,"ADBC",4,"male",68,"monolingual","English, French, Italian, Romanian",4,5,7,40,2,21,36,16,20,0.95,0,491,494,0.9875,492.5,1,0.9285714286,516.5,581,1.1248789932,64.5,6,6,3,3,3,3,TRUE,0.5066982951,0.793211559,1.2999098541,90,"target",1122,"mErkvEdig","mErkvyrdig",NA,NA,"no","-E-E-i-","-E-y-i-",NA,NA,"m-rkv-d-g","m-rkv-rd-g",NA,NA,0.2,1,1,"mErkvyrdig",0.2,0.1,1,1,"m-rkv-rd-g",0.1,0.1428571429,1,1,"-E-y-i-",0.1428571429,36.62,0,0,36.62,NA,NA,"merkwurdig"
